pH,tds,turbidity,temperature,label
8.83,2529.0,13.58,27.52,Unsafe
9.28,1533.6,25.18,26.18,Unsafe
7.34,111.3,2.63,20.46,Safe
7.9,1112.1,26.47,27.86,Unsafe
7.45,174.0,2.19,19.33,Safe
6.93,184.4,1.51,21.43,Safe
6.53,579.5,20.58,22.7,Unsafe
8.87,1149.2,18.81,27.11,Unsafe
7.15,199.0,1.43,19.21,Safe
8.68,1948.0,12.45,25.79,Unsafe
7.61,389.3,23.32,21.52,Unsafe
7.32,324.0,17.79,26.32,Unsafe
7.06,310.9,21.61,26.72,Unsafe
8.01,1074.2,24.74,27.12,Unsafe
8.7,1709.5,13.51,26.87,Unsafe
8.38,1570.3,17.83,24.89,Unsafe
9.49,1572.9,8.25,28.61,Unsafe
9.05,1259.2,16.66,29.01,Unsafe
7.45,303.3,20.21,27.07,Unsafe
7.91,607.2,5.29,23.85,Unsafe
7.67,261.9,13.29,25.28,Unsafe
7.03,255.5,7.5,23.57,Unsafe
7.2,194.5,2.7,22.29,Safe
7.01,108.9,1.25,21.38,Safe
8.01,1004.0,24.98,27.63,Unsafe
7.12,209.9,4.43,27.23,Unsafe
7.67,405.5,13.7,25.34,Unsafe
8.76,2009.3,20.71,30.16,Unsafe
8.49,1192.8,11.81,25.56,Unsafe
7.55,129.5,0.04,21.64,Safe
9.09,2021.4,13.75,26.77,Unsafe
7.37,134.3,0.98,23.98,Safe
7.55,425.5,10.3,23.26,Unsafe
6.87,91.9,2.13,21.69,Safe
7.93,419.9,2.66,22.12,Unsafe
6.97,395.6,8.84,27.32,Unsafe
7.24,699.5,4.07,25.06,Unsafe
7.15,665.0,3.31,28.88,Unsafe
8.82,2040.4,20.47,28.16,Unsafe
6.87,459.9,19.03,24.58,Unsafe
7.23,131.0,0.78,21.22,Safe
6.82,704.9,17.52,29.09,Unsafe
6.16,645.3,15.66,24.42,Unsafe
8.51,2532.1,22.85,24.1,Unsafe
7.08,433.6,9.28,23.47,Unsafe
7.04,309.2,11.91,24.31,Unsafe
8.21,921.5,33.55,26.92,Unsafe
7.17,76.4,1.15,20.75,Safe
8.95,2553.4,20.18,25.19,Unsafe
7.07,621.0,29.65,25.33,Unsafe
6.85,168.7,0.89,21.51,Safe
7.21,83.8,0.87,23.08,Safe
7.39,107.8,0.46,22.15,Safe
7.02,70.0,0.81,18.19,Safe
8.02,1191.9,23.77,26.66,Unsafe
8.11,966.4,26.61,29.1,Unsafe
7.94,857.2,3.84,21.93,Unsafe
8.94,1869.1,11.1,28.91,Unsafe
7.05,73.9,1.42,20.24,Safe
7.47,116.3,1.23,22.62,Safe
7.26,147.7,0.06,25.05,Safe
8.45,1284.0,13.13,28.44,Unsafe
7.77,488.0,16.89,27.7,Unsafe
6.93,528.5,26.09,25.92,Unsafe
8.37,555.9,1.44,25.8,Unsafe
8.77,1873.8,17.19,26.7,Unsafe
7.2,87.8,0.85,19.93,Safe
7.62,253.1,26.79,26.04,Unsafe
6.95,80.7,2.29,22.11,Safe
6.51,611.2,27.97,23.88,Unsafe
8.31,1113.3,20.28,24.42,Unsafe
6.86,396.0,28.9,27.98,Unsafe
7.7,814.7,2.41,25.79,Unsafe
6.38,488.3,18.79,22.94,Unsafe
6.7,84.1,0.0,22.06,Safe
8.66,1460.1,16.06,25.96,Unsafe
9.18,2096.7,20.2,24.15,Unsafe
6.88,41.9,0.36,23.95,Safe
7.5,244.2,13.89,26.88,Unsafe
6.7,599.8,19.62,23.94,Unsafe
6.71,623.3,28.59,22.1,Unsafe
7.41,306.2,15.54,23.37,Unsafe
8.14,522.1,1.54,23.09,Unsafe
6.49,377.0,22.67,24.67,Unsafe
7.14,105.4,0.52,21.54,Safe
7.43,96.7,0.66,22.55,Safe
7.47,609.9,2.76,21.73,Unsafe
7.5,562.0,14.56,22.6,Unsafe
6.81,119.6,0.0,23.23,Safe
6.64,367.1,21.28,23.11,Unsafe
7.08,396.7,6.03,26.7,Unsafe
7.01,575.7,25.39,23.84,Unsafe
7.82,464.7,1.98,25.62,Unsafe
8.53,1423.0,8.91,26.57,Unsafe
7.06,323.7,13.53,27.57,Unsafe
8.36,1125.1,30.9,28.4,Unsafe
7.7,553.4,4.02,24.78,Unsafe
7.96,1152.3,25.07,26.19,Unsafe
9.26,2707.2,7.88,26.8,Unsafe
7.34,142.3,1.54,21.23,Safe
8.24,1029.8,21.47,30.14,Unsafe
8.26,1086.4,9.18,28.11,Unsafe
9.45,973.7,10.25,27.45,Unsafe
7.34,103.1,2.03,25.27,Safe
7.66,384.2,5.52,26.96,Unsafe
8.15,1542.0,14.73,25.91,Unsafe
8.26,1507.2,21.41,27.74,Unsafe
7.88,1033.1,20.23,27.85,Unsafe
8.65,1964.1,8.88,26.96,Unsafe
8.3,1137.5,21.21,27.36,Unsafe
6.86,178.2,2.13,20.82,Safe
7.47,752.8,3.86,26.52,Unsafe
8.26,907.4,23.76,27.8,Unsafe
8.07,1673.2,17.34,24.55,Unsafe
6.88,468.6,10.47,26.39,Unsafe
8.11,927.3,30.37,26.62,Unsafe
7.11,264.8,4.12,25.27,Unsafe
9.23,1803.9,12.2,26.02,Unsafe
7.34,95.5,1.86,24.63,Safe
8.33,2351.8,20.7,25.02,Unsafe
6.53,601.3,8.76,24.09,Unsafe
7.2,391.8,9.11,25.0,Unsafe
7.6,865.4,4.99,23.66,Unsafe
7.25,47.1,0.0,17.89,Safe
8.18,831.5,4.78,24.91,Unsafe
7.54,575.3,28.61,23.8,Unsafe
6.23,516.3,9.62,24.39,Unsafe
7.29,77.0,1.41,25.9,Safe
7.04,55.9,0.62,21.77,Safe
6.65,286.9,18.42,22.67,Unsafe
7.49,173.0,1.46,20.49,Safe
6.63,300.0,18.45,28.63,Unsafe
9.12,956.2,11.57,27.17,Unsafe
7.31,409.6,8.7,22.67,Unsafe
7.26,170.4,0.2,25.03,Safe
6.72,113.9,0.89,22.34,Safe
7.32,92.2,2.81,26.64,Safe
6.74,443.0,10.74,25.12,Unsafe
8.08,1082.8,21.07,27.61,Unsafe
7.25,144.7,0.68,22.42,Safe
7.93,990.3,15.5,27.92,Unsafe
7.07,547.1,13.93,23.27,Unsafe
8.62,2412.2,17.85,28.44,Unsafe
7.22,64.1,0.51,22.36,Safe
9.47,1659.0,12.67,26.47,Unsafe
8.24,483.5,2.42,23.8,Unsafe
6.91,90.0,0.0,17.82,Safe
7.06,155.0,2.42,21.26,Safe
7.87,598.6,2.06,26.52,Unsafe
7.31,149.5,1.51,23.91,Safe
7.29,395.9,2.79,21.97,Unsafe
7.03,83.3,0.05,23.85,Safe
8.1,896.4,26.93,26.47,Unsafe
6.7,324.2,8.09,27.48,Unsafe
7.95,814.6,1.1,28.13,Unsafe
7.11,195.9,1.16,21.64,Safe
7.63,109.4,2.5,25.91,Safe
6.8,325.4,8.28,23.91,Unsafe
8.05,536.1,1.68,21.84,Unsafe
6.96,57.5,0.0,18.68,Safe
6.56,578.7,17.87,28.28,Unsafe
7.15,91.6,0.0,21.44,Safe
7.53,179.8,2.18,25.24,Safe
7.32,448.1,7.51,25.98,Unsafe
7.09,108.2,0.0,22.88,Safe
7.26,151.1,1.16,21.04,Safe
7.47,105.6,0.16,23.87,Safe
7.31,62.3,0.68,19.24,Safe
7.02,746.5,8.89,24.7,Unsafe
7.27,81.3,0.11,21.83,Safe
7.37,127.3,1.32,21.49,Safe
7.85,798.4,0.48,24.27,Unsafe
8.89,1669.2,13.7,27.38,Unsafe
8.33,733.2,4.22,25.55,Unsafe
7.99,400.9,4.99,23.59,Unsafe
7.32,102.9,0.5,19.58,Safe
9.37,940.1,15.19,28.9,Unsafe
7.07,117.9,0.84,20.07,Safe
9.33,1416.2,15.51,27.77,Unsafe
6.68,254.7,18.09,26.82,Unsafe
7.95,1105.7,27.07,25.95,Unsafe
6.79,99.3,0.28,18.13,Safe
7.17,77.4,1.11,22.83,Safe
8.11,1035.3,20.66,25.8,Unsafe
7.33,355.1,12.66,25.52,Unsafe
6.96,667.0,11.69,24.67,Unsafe
6.84,104.1,1.4,24.64,Safe
8.07,409.9,3.9,22.35,Unsafe
7.32,155.6,0.95,24.89,Safe
7.36,91.6,1.61,23.03,Safe
8.87,1326.0,22.05,25.23,Unsafe
6.82,350.7,25.37,23.66,Unsafe
9.55,2793.4,23.18,24.67,Unsafe
7.35,388.3,26.76,25.52,Unsafe
7.21,315.4,25.54,22.93,Unsafe
6.72,97.5,0.99,23.07,Safe
7.47,128.6,1.52,24.33,Safe
8.06,1126.9,18.64,26.95,Unsafe
8.1,1737.0,23.09,28.37,Unsafe
7.24,100.4,2.66,26.04,Safe
8.25,1145.6,33.05,28.22,Unsafe
6.56,606.8,14.72,23.12,Unsafe
6.8,151.2,1.08,21.79,Safe
8.17,709.2,1.81,27.25,Unsafe
8.39,1220.9,10.45,24.36,Unsafe
7.47,390.6,17.97,25.0,Unsafe
7.89,946.6,27.78,27.04,Unsafe
7.49,66.5,0.61,18.73,Safe
7.96,485.3,1.06,24.05,Unsafe
7.29,149.6,2.46,22.26,Safe
6.97,414.4,16.22,23.89,Unsafe
8.91,1540.2,8.26,28.38,Unsafe
7.9,936.2,17.83,28.96,Unsafe
7.17,644.3,4.89,24.38,Unsafe
6.75,333.5,17.1,26.6,Unsafe
7.47,117.5,2.73,24.26,Safe
8.8,2100.1,17.21,27.18,Unsafe
9.49,1265.3,17.08,27.25,Unsafe
8.84,1224.4,16.09,26.41,Unsafe
6.41,500.3,22.66,23.26,Unsafe
7.8,637.0,4.76,27.12,Unsafe
6.71,455.8,12.14,26.78,Unsafe
7.35,569.0,7.46,27.14,Unsafe
8.16,1865.9,12.2,26.41,Unsafe
6.91,146.2,0.0,20.08,Safe
8.12,1057.6,19.08,27.89,Unsafe
6.99,388.5,4.44,26.12,Unsafe
7.45,762.2,2.57,26.33,Unsafe
9.79,1524.6,23.33,25.84,Unsafe
8.39,923.3,9.54,25.49,Unsafe
7.84,1026.8,19.38,30.87,Unsafe
7.53,539.6,4.5,22.03,Unsafe
8.57,2324.4,18.45,26.18,Unsafe
8.41,1428.6,21.15,28.12,Unsafe
7.43,160.1,1.21,19.83,Safe
7.1,744.7,1.16,24.15,Unsafe
8.14,855.9,2.24,26.23,Unsafe
7.45,370.1,17.88,23.53,Unsafe
9.05,1605.9,14.5,24.37,Unsafe
6.94,447.5,17.01,27.43,Unsafe
6.98,47.9,1.5,18.85,Safe
8.63,1706.6,19.07,24.52,Unsafe
7.34,128.9,3.0,22.69,Safe
6.51,412.3,10.1,26.75,Unsafe
8.34,1006.0,19.97,28.53,Unsafe
8.01,1013.0,24.06,26.93,Unsafe
8.21,749.4,4.32,27.17,Unsafe
7.04,100.7,1.68,20.77,Safe
7.47,122.4,3.44,26.3,Safe
8.24,1022.3,32.09,27.31,Unsafe
7.55,619.7,0.0,24.5,Unsafe
8.33,1944.9,10.72,29.24,Unsafe
6.83,521.2,21.86,26.57,Unsafe
6.44,309.2,19.85,26.1,Unsafe
8.46,1863.9,9.52,23.71,Unsafe
8.71,2702.9,11.59,26.32,Unsafe
7.86,908.1,20.92,28.67,Unsafe
6.99,235.4,17.49,24.25,Unsafe
7.32,100.6,1.18,18.88,Safe
7.83,1077.6,17.6,28.32,Unsafe
6.83,60.7,0.94,23.9,Safe
7.61,393.5,11.68,26.86,Unsafe
8.2,1070.0,28.36,26.44,Unsafe
7.58,720.5,2.58,22.82,Unsafe
7.13,515.5,13.02,25.94,Unsafe
7.48,187.4,1.67,20.41,Safe
8.51,2111.2,22.75,25.3,Unsafe
6.83,38.7,0.83,20.48,Safe
7.06,180.2,2.33,24.51,Safe
7.31,228.1,10.93,27.25,Unsafe
7.37,421.1,4.16,26.58,Unsafe
8.97,1653.4,19.6,27.91,Unsafe
7.89,1146.8,25.5,26.28,Unsafe
6.96,393.4,7.48,26.75,Unsafe
7.02,159.9,0.26,23.41,Safe
7.24,680.5,9.91,28.11,Unsafe
7.05,393.4,4.82,28.73,Unsafe
7.16,116.4,0.22,19.02,Safe
8.23,978.6,26.33,28.94,Unsafe
8.04,782.9,3.86,23.07,Unsafe
8.52,1774.9,14.62,28.0,Unsafe
6.65,460.1,11.55,26.05,Unsafe
7.47,295.9,29.28,23.03,Unsafe
9.48,1978.1,9.27,24.67,Unsafe
7.62,95.8,2.38,24.73,Safe
6.81,471.3,9.48,22.84,Unsafe
9.43,1447.8,19.52,24.07,Unsafe
7.2,200.1,1.16,22.2,Safe
8.04,891.0,2.4,22.73,Unsafe
7.56,98.5,3.11,24.66,Safe
7.3,342.0,27.98,21.08,Unsafe
8.65,1829.9,14.84,29.45,Unsafe
9.44,1925.5,15.86,29.3,Unsafe
7.12,107.8,0.0,21.53,Safe
8.06,1076.3,32.08,28.09,Unsafe
6.68,89.6,0.5,16.97,Safe
6.66,729.8,17.43,24.22,Unsafe
8.0,1157.0,17.99,27.69,Unsafe
8.9,1516.6,10.53,28.29,Unsafe
7.0,504.6,10.16,28.3,Unsafe
9.38,1613.6,12.74,25.25,Unsafe
7.18,138.9,2.35,22.9,Safe
6.82,75.2,0.0,24.13,Safe
7.92,941.6,25.82,28.31,Unsafe
7.29,145.7,2.1,25.01,Safe
6.6,472.4,4.6,26.43,Unsafe
8.25,645.7,5.43,25.12,Unsafe
7.43,83.7,0.96,18.77,Safe
7.71,406.4,10.55,27.12,Unsafe
8.16,1180.5,26.07,25.71,Unsafe
7.54,73.0,0.38,21.59,Safe
7.09,672.8,4.33,27.34,Unsafe
7.03,89.9,2.22,24.52,Safe
7.19,119.7,1.43,21.4,Safe
9.3,1945.9,7.57,27.59,Unsafe
7.84,1026.0,17.1,25.42,Unsafe
7.27,583.9,4.47,23.82,Unsafe
6.79,98.5,1.67,18.18,Safe
7.34,706.8,12.1,25.95,Unsafe
6.68,568.0,16.89,23.46,Unsafe
6.69,473.1,9.82,24.81,Unsafe
7.84,980.9,26.73,27.76,Unsafe
7.28,610.9,16.47,22.58,Unsafe
9.02,2166.9,13.21,28.48,Unsafe
6.52,742.0,8.11,27.99,Unsafe
7.71,128.3,2.24,22.69,Safe
7.56,186.0,1.63,25.61,Safe
7.8,719.2,2.03,26.56,Unsafe
7.33,390.6,2.49,21.8,Unsafe
7.5,395.8,2.29,25.83,Unsafe
7.72,755.4,2.79,23.39,Unsafe
6.73,126.1,0.86,25.37,Safe
7.0,318.2,23.98,22.05,Unsafe
6.97,388.9,10.0,28.77,Unsafe
6.5,347.6,22.57,24.91,Unsafe
7.51,177.5,2.64,25.58,Safe
8.09,970.0,28.59,28.31,Unsafe
8.21,915.4,27.0,28.22,Unsafe
7.01,326.1,29.51,23.99,Unsafe
8.76,1179.7,12.19,26.17,Unsafe
8.18,905.9,17.64,27.36,Unsafe
7.24,375.2,5.58,27.6,Unsafe
6.42,434.0,24.82,28.63,Unsafe
9.15,893.6,8.13,25.59,Unsafe
8.31,846.3,1.31,23.84,Unsafe
8.05,982.9,19.93,29.71,Unsafe
7.04,177.7,2.68,22.7,Safe
7.45,98.0,0.0,18.84,Safe
7.29,357.5,7.53,21.94,Unsafe
8.74,1722.5,7.9,27.67,Unsafe
8.29,1187.0,19.53,28.25,Unsafe
7.2,163.5,1.34,24.58,Safe
8.87,1416.0,16.36,28.63,Unsafe
7.21,121.3,1.89,21.18,Safe
7.27,91.3,0.47,19.1,Safe
7.62,892.2,1.36,26.3,Unsafe
7.63,404.6,2.76,26.89,Unsafe
6.19,563.3,17.63,26.82,Unsafe
7.35,41.3,0.51,21.06,Safe
7.5,112.6,3.0,24.2,Safe
8.39,1513.9,17.26,27.28,Unsafe
6.35,310.8,12.91,24.22,Unsafe
8.0,1048.7,35.38,27.37,Unsafe
8.57,2066.1,20.52,27.73,Unsafe
7.5,150.1,2.5,20.02,Safe
7.51,168.5,3.3,20.09,Safe
8.05,1737.6,10.37,27.2,Unsafe
9.17,978.9,20.53,26.01,Unsafe
7.34,383.9,17.51,25.55,Unsafe
9.01,1955.8,21.26,25.94,Unsafe
7.1,685.6,12.43,28.05,Unsafe
7.5,232.9,3.54,26.94,Unsafe
9.52,1352.9,11.63,27.99,Unsafe
8.92,914.2,18.68,27.38,Unsafe
7.91,976.0,20.88,30.07,Unsafe
7.45,752.2,3.9,25.21,Unsafe
8.12,817.0,0.97,27.72,Unsafe
7.75,426.7,6.98,23.67,Unsafe
7.15,186.9,2.16,20.19,Safe
9.28,2462.0,24.28,30.17,Unsafe
8.58,985.5,13.97,27.22,Unsafe
7.42,182.2,1.53,21.61,Safe
7.8,1127.1,33.9,29.05,Unsafe
8.32,1760.0,12.94,26.72,Unsafe
7.5,111.8,1.07,21.9,Safe
7.47,185.7,0.51,20.92,Safe
9.39,1893.8,24.69,24.42,Unsafe
7.51,144.6,2.58,25.77,Safe
9.15,1614.3,9.83,28.09,Unsafe
6.51,447.4,9.72,26.61,Unsafe
7.98,1110.8,33.69,27.39,Unsafe
8.31,1713.3,16.96,27.49,Unsafe
9.44,2797.5,15.76,29.11,Unsafe
6.59,641.4,10.43,25.32,Unsafe
8.18,980.4,33.42,28.74,Unsafe
7.21,393.8,9.16,26.2,Unsafe
9.57,2582.8,16.77,25.95,Unsafe
7.77,868.6,2.03,24.67,Unsafe
7.47,342.0,11.76,22.4,Unsafe
8.03,1184.4,18.71,27.36,Unsafe
9.64,1589.0,24.1,25.74,Unsafe
8.59,1528.9,18.4,28.51,Unsafe
7.33,204.1,2.65,20.94,Safe
8.73,2596.8,16.95,25.78,Unsafe
6.87,469.9,16.92,26.3,Unsafe
7.39,109.5,2.44,24.21,Safe
9.1,2337.0,17.52,25.78,Unsafe
6.61,307.8,10.8,25.28,Unsafe
7.34,69.3,1.48,20.1,Safe
6.32,488.5,23.41,28.18,Unsafe
8.84,1128.1,21.62,25.75,Unsafe
6.81,238.7,15.12,23.03,Unsafe
7.72,350.4,13.63,24.09,Unsafe
7.92,1077.7,25.89,26.68,Unsafe
7.85,952.0,32.59,27.51,Unsafe
8.17,1195.6,17.6,29.02,Unsafe
6.49,563.7,23.29,23.61,Unsafe
7.6,157.7,1.78,19.73,Safe
7.5,90.4,2.55,23.06,Safe
6.78,117.5,3.06,20.89,Safe
8.74,940.0,7.23,25.05,Unsafe
7.01,607.0,24.05,25.11,Unsafe
7.16,36.2,0.14,22.26,Safe
6.39,530.8,8.27,22.19,Unsafe
7.84,1075.2,33.11,27.12,Unsafe
7.34,97.5,3.2,21.64,Safe
7.32,188.8,1.17,25.95,Safe
6.73,393.8,7.45,23.42,Unsafe
6.35,298.9,8.5,28.29,Unsafe
6.9,347.1,11.12,27.68,Unsafe
7.2,418.3,1.62,25.87,Unsafe
6.88,168.6,0.89,21.1,Safe
8.68,960.7,12.05,25.82,Unsafe
6.94,74.4,0.68,21.86,Safe
7.51,162.5,2.11,21.98,Safe
7.44,530.1,2.01,23.18,Unsafe
9.22,1727.1,16.27,27.15,Unsafe
8.76,1849.1,17.13,26.4,Unsafe
8.79,1020.8,12.16,26.62,Unsafe
7.15,217.9,18.63,26.36,Unsafe
9.02,2352.6,18.85,24.99,Unsafe
9.45,1518.9,21.31,27.85,Unsafe
7.61,303.9,10.94,26.58,Unsafe
7.62,670.6,3.2,26.77,Unsafe
6.83,50.8,1.06,19.55,Safe
9.18,1145.0,8.21,24.47,Unsafe
6.98,366.1,14.43,25.76,Unsafe
6.54,646.7,12.59,27.31,Unsafe
7.31,156.5,2.67,23.13,Safe
7.9,1194.5,17.82,30.06,Unsafe
7.39,155.0,2.96,23.58,Safe
7.77,1040.9,22.05,28.23,Unsafe
8.53,1335.2,13.3,29.53,Unsafe
8.48,2396.0,17.54,25.09,Unsafe
6.95,423.2,9.85,24.33,Unsafe
6.51,317.8,3.69,26.21,Unsafe
7.51,54.2,0.82,22.09,Safe
6.5,415.7,9.88,27.66,Unsafe
6.68,567.1,8.95,26.02,Unsafe
6.93,106.9,2.58,23.89,Safe
7.79,729.8,2.32,24.33,Unsafe
7.5,689.8,0.16,27.61,Unsafe
6.82,80.4,0.63,19.44,Safe
6.74,325.9,32.82,25.19,Unsafe
7.63,302.5,17.8,27.58,Unsafe
8.37,1145.8,14.32,25.21,Unsafe
9.35,2680.6,16.2,29.63,Unsafe
6.54,634.4,25.29,21.55,Unsafe
7.44,610.6,1.54,26.03,Unsafe
9.22,1582.9,14.25,28.02,Unsafe
6.94,96.6,0.65,21.27,Safe
9.42,1799.0,17.85,28.76,Unsafe
7.13,364.4,8.53,26.11,Unsafe
8.09,1504.6,8.75,23.67,Unsafe
6.32,365.3,16.3,26.47,Unsafe
8.26,593.8,3.43,27.47,Unsafe
7.3,480.9,23.74,24.3,Unsafe
6.84,380.4,13.11,24.66,Unsafe
7.36,100.5,0.0,23.38,Safe
9.54,1268.5,12.83,29.07,Unsafe
7.24,208.1,4.34,23.96,Unsafe
7.4,688.3,15.18,25.78,Unsafe
7.75,667.0,3.41,26.7,Unsafe
7.32,166.5,1.6,24.1,Safe
7.06,587.5,28.61,26.77,Unsafe
6.98,96.3,0.85,25.25,Safe
7.08,50.1,0.0,20.02,Safe
6.95,100.5,1.88,21.96,Safe
7.76,771.3,2.24,21.72,Unsafe
9.41,1272.1,20.4,25.97,Unsafe
6.59,409.0,9.28,28.23,Unsafe
7.58,88.6,3.26,24.93,Safe
7.56,327.3,4.9,26.17,Unsafe
6.31,393.7,12.42,27.13,Unsafe
8.12,1133.1,22.65,27.53,Unsafe
7.31,125.8,0.18,23.47,Safe
6.79,115.8,2.8,21.18,Safe
6.98,55.9,0.95,21.23,Safe
7.15,333.3,6.36,22.93,Unsafe
6.65,349.5,28.61,23.63,Unsafe
8.96,1353.6,19.68,27.93,Unsafe
7.57,412.8,8.06,27.01,Unsafe
6.69,468.9,8.83,22.03,Unsafe
7.38,145.4,1.03,24.84,Safe
7.08,177.3,0.71,20.9,Safe
6.81,83.5,0.64,22.0,Safe
7.17,711.0,23.02,23.74,Unsafe
7.17,118.8,3.55,22.2,Safe
8.77,953.8,18.96,28.36,Unsafe
7.29,137.8,2.17,25.41,Safe
6.96,347.3,10.76,23.76,Unsafe
8.2,1168.1,34.46,28.69,Unsafe
7.05,405.3,15.6,25.46,Unsafe
7.07,81.3,0.91,21.1,Safe
8.37,1647.8,17.62,25.29,Unsafe
7.56,395.9,0.84,22.6,Unsafe
7.02,415.9,13.82,28.5,Unsafe
7.33,76.3,0.4,19.93,Safe
7.56,101.4,2.37,25.01,Safe
6.92,146.5,2.7,19.89,Safe
7.38,191.4,3.38,25.97,Safe
9.39,1498.8,16.56,26.21,Unsafe
8.01,1161.9,17.7,27.43,Unsafe
8.09,1019.1,15.16,28.5,Unsafe
7.91,604.7,3.2,26.34,Unsafe
7.12,71.8,0.0,19.13,Safe
8.62,2213.8,18.05,24.22,Unsafe
7.32,833.7,2.48,22.65,Unsafe
7.64,439.1,14.8,27.76,Unsafe
7.63,482.3,0.19,25.97,Unsafe
6.94,95.1,0.08,19.71,Safe
8.33,1631.7,14.11,30.27,Unsafe
7.99,1079.9,26.94,26.79,Unsafe
7.57,811.6,3.63,25.54,Unsafe
7.03,109.1,1.93,21.83,Safe
6.47,461.3,4.3,26.62,Unsafe
6.47,635.1,44.86,27.16,Unsafe
6.53,707.4,18.43,22.86,Unsafe
7.98,631.0,2.22,25.18,Unsafe
9.11,2271.9,8.66,28.98,Unsafe
7.01,303.3,19.81,26.3,Unsafe
7.86,1002.2,19.78,28.4,Unsafe
7.45,401.6,9.88,24.67,Unsafe
7.94,1043.2,29.12,25.15,Unsafe
7.23,279.9,22.84,27.53,Unsafe
9.37,968.2,18.77,26.11,Unsafe
6.98,421.5,5.58,24.85,Unsafe
6.79,82.3,0.32,19.36,Safe
7.41,625.1,23.07,24.8,Unsafe
7.29,269.0,9.98,27.69,Unsafe
6.88,155.6,1.43,23.94,Safe
9.61,2705.3,23.87,29.54,Unsafe
9.69,2040.3,21.74,23.49,Unsafe
7.05,43.0,0.0,23.45,Safe
8.71,949.5,15.38,24.49,Unsafe
7.36,478.6,9.98,25.96,Unsafe
8.04,626.1,3.69,26.16,Unsafe
8.22,1021.5,16.72,29.12,Unsafe
6.84,411.1,7.98,25.7,Unsafe
8.76,986.1,10.9,25.19,Unsafe
8.2,920.1,10.32,26.38,Unsafe
9.63,2454.3,24.46,26.4,Unsafe
7.4,183.1,1.72,20.44,Safe
7.37,607.6,26.11,24.27,Unsafe
6.27,590.9,28.06,24.04,Unsafe
6.84,171.5,2.8,24.8,Safe
7.67,710.4,4.84,25.98,Unsafe
7.61,442.7,7.14,26.78,Unsafe
6.96,71.6,0.15,22.21,Safe
7.44,95.5,3.35,24.58,Safe
7.99,1127.5,15.96,29.86,Unsafe
8.21,958.6,14.2,28.46,Unsafe
6.71,400.3,11.88,28.24,Unsafe
7.24,470.9,5.66,22.73,Unsafe
7.07,93.7,1.5,24.23,Safe
6.99,165.0,0.7,21.4,Safe
9.43,1293.5,12.12,27.62,Unsafe
7.09,137.0,2.32,24.89,Safe
6.75,257.3,10.82,24.77,Unsafe
7.95,628.1,3.41,22.64,Unsafe
6.83,52.1,1.17,18.06,Safe
6.84,78.4,0.36,20.78,Safe
6.77,66.9,0.8,20.22,Safe
6.7,657.3,26.85,24.44,Unsafe
7.14,62.7,0.08,17.74,Safe
8.02,1118.5,32.48,29.11,Unsafe
7.4,569.3,18.28,26.16,Unsafe
6.9,385.6,10.95,25.45,Unsafe
8.72,1369.3,17.79,24.3,Unsafe
7.26,88.8,0.71,20.4,Safe
8.35,1453.8,13.68,28.72,Unsafe
8.1,761.2,5.53,24.6,Unsafe
7.48,130.0,1.58,20.52,Safe
7.79,910.7,29.69,28.34,Unsafe
9.19,2779.7,8.37,26.79,Unsafe
8.31,1189.1,17.52,30.42,Unsafe
8.04,1079.5,21.01,27.58,Unsafe
8.16,1191.2,18.09,28.35,Unsafe
8.01,1666.2,13.6,25.92,Unsafe
9.53,2274.2,14.35,30.92,Unsafe
6.82,135.4,1.99,23.16,Safe
7.21,352.9,27.94,25.53,Unsafe
7.91,905.9,31.68,26.22,Unsafe
7.36,40.6,1.06,21.85,Safe
6.51,697.5,19.19,22.63,Unsafe
8.04,402.6,3.42,25.71,Unsafe
7.25,415.6,26.94,27.82,Unsafe
9.2,1918.3,20.76,26.6,Unsafe
7.66,147.8,1.5,25.04,Safe
7.39,446.5,27.97,28.15,Unsafe
7.03,151.0,1.91,21.73,Safe
7.59,133.1,2.44,24.9,Safe
7.16,158.3,1.21,24.69,Safe
7.03,343.7,7.48,26.44,Unsafe
6.88,65.1,0.0,21.5,Safe
7.82,812.4,0.91,26.89,Unsafe
8.06,2057.7,6.84,27.72,Unsafe
6.5,323.0,14.53,23.67,Unsafe
8.87,2082.6,10.09,27.77,Unsafe
9.11,2177.8,12.3,27.54,Unsafe
8.58,2551.3,21.73,24.18,Unsafe
7.44,105.2,1.51,22.46,Safe
7.09,285.1,14.48,23.86,Unsafe
9.41,2633.6,9.12,28.94,Unsafe
7.31,385.6,4.27,23.56,Unsafe
7.8,1054.3,24.78,28.58,Unsafe
8.09,950.1,23.44,28.19,Unsafe
7.57,287.3,17.93,25.66,Unsafe
9.15,1375.2,8.35,24.93,Unsafe
6.91,413.8,17.26,26.9,Unsafe
7.41,64.4,0.81,24.24,Safe
7.49,110.3,2.71,24.35,Safe
7.53,387.6,10.82,26.1,Unsafe
8.0,605.6,4.99,24.25,Unsafe
6.98,166.6,1.05,19.77,Safe
7.18,114.4,0.83,23.6,Safe
7.17,193.2,1.94,23.97,Safe
7.05,473.2,16.12,27.34,Unsafe
7.16,201.5,7.84,26.02,Unsafe
8.79,2206.7,11.6,26.22,Unsafe
7.11,411.6,6.83,22.51,Unsafe
9.79,2076.9,23.97,29.17,Unsafe
7.29,165.4,2.14,22.09,Safe
7.52,130.7,1.98,19.4,Safe
